2022-11-15 06:31:44,258 [WARN] com.zaxxer.hikari.pool.HikariPool [HikariPool-1 housekeeper] HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8h35m49s32ms279µs300ns).
2022-11-15 06:36:32,403 [INFO] org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener [File Watcher] Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2022-11-15 06:36:32,437 [INFO] org.apache.catalina.core.StandardService [Thread-5] Stopping service [Tomcat]
2022-11-15 06:36:32,441 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [Thread-5] Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-11-15 06:36:32,461 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [Thread-5] Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-15 06:36:32,471 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-5] HikariPool-1 - Shutdown initiated...
2022-11-15 06:36:32,479 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-5] HikariPool-1 - Shutdown completed.
2022-11-15 06:36:32,611 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] Starting OnlineTravelBookingHotelApplication using Java 17.0.4.1 on inlen8520081456 with PID 9388 (C:\Users\ms124\Documents\workspace-spring-tool-suite-4-4.16.1.RELEASE\GradleProject\MicroServices\SprintProjectTravelBooking\OnlineTravel_BookingHotel\bin\main started by ms124 in C:\Users\ms124\Documents\workspace-spring-tool-suite-4-4.16.1.RELEASE\GradleProject\MicroServices\SprintProjectTravelBooking\OnlineTravel_BookingHotel)
2022-11-15 06:36:32,611 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] No active profile set, falling back to 1 default profile: "default"
2022-11-15 06:36:32,801 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [restartedMain] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-11-15 06:36:32,819 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [restartedMain] Finished Spring Data repository scanning in 18 ms. Found 1 JPA repository interfaces.
2022-11-15 06:36:32,918 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [restartedMain] Tomcat initialized with port(s): 8011 (http)
2022-11-15 06:36:32,920 [INFO] org.apache.catalina.core.StandardService [restartedMain] Starting service [Tomcat]
2022-11-15 06:36:32,920 [INFO] org.apache.catalina.core.StandardEngine [restartedMain] Starting Servlet engine: [Apache Tomcat/9.0.68]
2022-11-15 06:36:32,941 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [restartedMain] Initializing Spring embedded WebApplicationContext
2022-11-15 06:36:32,941 [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [restartedMain] Root WebApplicationContext: initialization completed in 325 ms
2022-11-15 06:36:32,983 [INFO] org.hibernate.jpa.internal.util.LogHelper [restartedMain] HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-15 06:36:32,989 [INFO] com.zaxxer.hikari.HikariDataSource [restartedMain] HikariPool-2 - Starting...
2022-11-15 06:36:33,053 [INFO] com.zaxxer.hikari.HikariDataSource [restartedMain] HikariPool-2 - Start completed.
2022-11-15 06:36:33,053 [INFO] org.hibernate.dialect.Dialect [restartedMain] HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2022-11-15 06:36:33,121 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [restartedMain] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-15 06:36:33,122 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [restartedMain] Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-15 06:36:33,213 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [restartedMain] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-15 06:36:33,316 [INFO] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer [restartedMain] LiveReload server is running on port 35729
2022-11-15 06:36:33,327 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [restartedMain] Tomcat started on port(s): 8011 (http) with context path ''
2022-11-15 06:36:33,331 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] Started OnlineTravelBookingHotelApplication in 0.755 seconds (JVM running for 36972.773)
2022-11-15 06:36:33,333 [INFO] org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener [restartedMain] Condition evaluation unchanged
2022-11-15 06:36:39,488 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8011-exec-2] Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-11-15 06:36:39,489 [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8011-exec-2] Initializing Servlet 'dispatcherServlet'
2022-11-15 06:36:39,490 [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8011-exec-2] Completed initialization in 1 ms
2022-11-15 06:36:39,500 [INFO] com.travel.entity.controller.AdminControllerHotelBooking [http-nio-8011-exec-2] Inside try of AddHotel 
2022-11-15 06:37:05,937 [WARN] org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver [http-nio-8011-exec-4] Resolved [javax.persistence.EntityNotFoundException: Abhinav  Hotel<EOL>its NoT Available ]
2022-11-15 06:37:24,877 [WARN] org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver [http-nio-8011-exec-6] Resolved [org.springframework.web.bind.MissingPathVariableException: Required URI template variable 'cost' for method parameter type int is not present]
2022-11-15 06:38:04,896 [INFO] org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener [File Watcher] Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2022-11-15 06:38:04,923 [INFO] org.apache.catalina.core.StandardService [Thread-7] Stopping service [Tomcat]
2022-11-15 06:38:04,924 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [Thread-7] Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-11-15 06:38:04,929 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [Thread-7] Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-15 06:38:04,930 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-7] HikariPool-2 - Shutdown initiated...
2022-11-15 06:38:04,936 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-7] HikariPool-2 - Shutdown completed.
2022-11-15 06:38:05,015 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] Starting OnlineTravelBookingHotelApplication using Java 17.0.4.1 on inlen8520081456 with PID 9388 (C:\Users\ms124\Documents\workspace-spring-tool-suite-4-4.16.1.RELEASE\GradleProject\MicroServices\SprintProjectTravelBooking\OnlineTravel_BookingHotel\bin\main started by ms124 in C:\Users\ms124\Documents\workspace-spring-tool-suite-4-4.16.1.RELEASE\GradleProject\MicroServices\SprintProjectTravelBooking\OnlineTravel_BookingHotel)
2022-11-15 06:38:05,016 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] No active profile set, falling back to 1 default profile: "default"
2022-11-15 06:38:05,169 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [restartedMain] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-11-15 06:38:05,185 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [restartedMain] Finished Spring Data repository scanning in 14 ms. Found 1 JPA repository interfaces.
2022-11-15 06:38:05,256 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [restartedMain] Tomcat initialized with port(s): 8011 (http)
2022-11-15 06:38:05,257 [INFO] org.apache.catalina.core.StandardService [restartedMain] Starting service [Tomcat]
2022-11-15 06:38:05,257 [INFO] org.apache.catalina.core.StandardEngine [restartedMain] Starting Servlet engine: [Apache Tomcat/9.0.68]
2022-11-15 06:38:05,273 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [restartedMain] Initializing Spring embedded WebApplicationContext
2022-11-15 06:38:05,273 [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [restartedMain] Root WebApplicationContext: initialization completed in 255 ms
2022-11-15 06:38:05,301 [INFO] org.hibernate.jpa.internal.util.LogHelper [restartedMain] HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-15 06:38:05,306 [INFO] com.zaxxer.hikari.HikariDataSource [restartedMain] HikariPool-3 - Starting...
2022-11-15 06:38:05,374 [INFO] com.zaxxer.hikari.HikariDataSource [restartedMain] HikariPool-3 - Start completed.
2022-11-15 06:38:05,374 [INFO] org.hibernate.dialect.Dialect [restartedMain] HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2022-11-15 06:38:05,430 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [restartedMain] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-15 06:38:05,430 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [restartedMain] Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-15 06:38:05,492 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [restartedMain] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-15 06:38:05,555 [INFO] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer [restartedMain] LiveReload server is running on port 35729
2022-11-15 06:38:05,565 [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [restartedMain] Tomcat started on port(s): 8011 (http) with context path ''
2022-11-15 06:38:05,568 [INFO] com.travel.OnlineTravelBookingHotelApplication [restartedMain] Started OnlineTravelBookingHotelApplication in 0.576 seconds (JVM running for 37065.012)
2022-11-15 06:38:05,569 [INFO] org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener [restartedMain] Condition evaluation unchanged
2022-11-15 06:38:56,221 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8011-exec-2] Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-11-15 06:38:56,222 [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8011-exec-2] Initializing Servlet 'dispatcherServlet'
2022-11-15 06:38:56,222 [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8011-exec-2] Completed initialization in 0 ms
2022-11-15 06:38:56,226 [INFO] com.travel.entity.controller.AdminControllerHotelBooking [http-nio-8011-exec-2] Inside try of AddHotel 
2022-11-15 06:39:05,014 [INFO] com.travel.entity.controller.AdminControllerHotelBooking [http-nio-8011-exec-3] Inside try of AddHotel 
2022-11-15 06:39:23,539 [WARN] org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver [http-nio-8011-exec-5] Resolved [javax.persistence.EntityNotFoundException: Abhinav  Hotel<EOL>its NoT Available ]
2022-11-15 06:39:27,919 [ERROR] com.travel.entity.controller.AdminControllerHotelBooking [http-nio-8011-exec-7] Give Valid Integer 
2022-11-15 06:40:10,848 [INFO] org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener [File Watcher] Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2022-11-15 06:40:10,864 [INFO] org.apache.catalina.core.StandardService [Thread-11] Stopping service [Tomcat]
2022-11-15 06:40:10,865 [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [Thread-11] Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-11-15 06:40:10,871 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [Thread-11] Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-15 06:40:10,872 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-11] HikariPool-3 - Shutdown initiated...
2022-11-15 06:40:10,877 [INFO] com.zaxxer.hikari.HikariDataSource [Thread-11] HikariPool-3 - Shutdown completed.
